,Location,Parameter,Unit,Frequency,Date,Value
5249,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Pb,UG/L,1 / 3 MO.,2007-11-30,
5250,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cu,UG/L,1 / 3 MO.,2007-11-30,
5251,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Flow,MGD,1 / 3 MO.,2007-11-30,
5252,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TDS,MG/L,1 / 3 MO.,2007-11-30,
5253,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Streptococci,#/100ML,1 / 3 MO.,2007-11-30,
5254,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),E.Coli,#/100ML,1 / 3 MO.,2007-11-30,
5255,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BOD, C",MG/L,1 / 3 MO.,2007-11-30,
5256,5 - 14TH & BOND,Se,UG/L,1 / 3 MO.,2007-11-30,
5257,5 - 14TH & BOND,Be,UG/L,1 / 3 MO.,2007-11-30,
5258,5 - 14TH & BOND,Ni,UG/L,1 / 3 MO.,2007-11-30,
5259,5 - 14TH & BOND,Cr,UG/L,1 / 3 MO.,2007-11-30,
5260,5 - 14TH & BOND,Hg,UG/L,1 / 3 MO.,2007-11-30,
5261,5 - 14TH & BOND,Cyanide,UG/L,1 / 3 MO.,2007-11-30,
5262,5 - 14TH & BOND,BOD,MG/L,1 / 3 MO.,2007-11-30,8.96
5263,5 - 14TH & BOND,pH,SU,1 / 3 MO.,2007-11-30,6.57
5264,5 - 14TH & BOND,TSS,MG/L,1 / 3 MO.,2007-11-30,5.5
5265,5 - 14TH & BOND,Oil,MG/L,1 / 3 MO.,2007-11-30,0.1
5266,5 - 14TH & BOND,N,MG/L,1 / 3 MO.,2007-11-30,2.04
5267,5 - 14TH & BOND,"N, Kjeldahl",MG/L,1 / 3 MO.,2007-11-30,3.85
5268,5 - 14TH & BOND,P,MG/L,1 / 3 MO.,2007-11-30,0.1
5269,5 - 14TH & BOND,CaCO3,MG/L,1 / 3 MO.,2007-11-30,1.14
5270,5 - 14TH & BOND,Ag,UG/L,1 / 3 MO.,2007-11-30,1.0
5271,5 - 14TH & BOND,Zn,UG/L,1 / 3 MO.,2007-11-30,109.4
5272,5 - 14TH & BOND,Cd,UG/L,1 / 3 MO.,2007-11-30,1.0
5273,5 - 14TH & BOND,Pb,UG/L,1 / 3 MO.,2007-11-30,8.0
5274,5 - 14TH & BOND,Cu,UG/L,1 / 3 MO.,2007-11-30,12.2
5275,5 - 14TH & BOND,Flow,MGD,1 / 3 MO.,2007-11-30,0.27
5276,5 - 14TH & BOND,TDS,MG/L,1 / 3 MO.,2007-11-30,63.0
5277,5 - 14TH & BOND,Streptococci,#/100ML,1 / 3 MO.,2007-11-30,5100.0
5278,5 - 14TH & BOND,E.Coli,#/100ML,1 / 3 MO.,2007-11-30,1600.0
5279,5 - 14TH & BOND,"BOD, C",MG/L,1 / 3 MO.,2007-11-30,7.52
5280,1 - UNIVERSITY & I-630,Se,UG/L,1 / 3 MO.,2008-02-28,
5281,1 - UNIVERSITY & I-630,Be,UG/L,1 / 3 MO.,2008-02-28,
5282,1 - UNIVERSITY & I-630,Ni,UG/L,1 / 3 MO.,2008-02-28,
5283,1 - UNIVERSITY & I-630,Cr,UG/L,1 / 3 MO.,2008-02-28,
5284,1 - UNIVERSITY & I-630,Hg,UG/L,1 / 3 MO.,2008-02-28,
5285,1 - UNIVERSITY & I-630,Cyanide,UG/L,1 / 3 MO.,2008-02-28,
5286,1 - UNIVERSITY & I-630,BOD,MG/L,1 / 3 MO.,2008-02-28,5.4
5287,1 - UNIVERSITY & I-630,pH,SU,1 / 3 MO.,2008-02-28,6.8
5288,1 - UNIVERSITY & I-630,TSS,MG/L,1 / 3 MO.,2008-02-28,25.3
5289,1 - UNIVERSITY & I-630,Oil,MG/L,1 / 3 MO.,2008-02-28,0.5
5290,1 - UNIVERSITY & I-630,N,MG/L,1 / 3 MO.,2008-02-28,1.75
5291,1 - UNIVERSITY & I-630,"N, Kjeldahl",MG/L,1 / 3 MO.,2008-02-28,1.0
5292,1 - UNIVERSITY & I-630,P,MG/L,1 / 3 MO.,2008-02-28,0.11
5293,1 - UNIVERSITY & I-630,CaCO3,MG/L,1 / 3 MO.,2008-02-28,13.4
5294,1 - UNIVERSITY & I-630,Ag,UG/L,1 / 3 MO.,2008-02-28,1.0
5295,1 - UNIVERSITY & I-630,Zn,UG/L,1 / 3 MO.,2008-02-28,44.0
5296,1 - UNIVERSITY & I-630,Cd,UG/L,1 / 3 MO.,2008-02-28,1.0
5297,1 - UNIVERSITY & I-630,Pb,UG/L,1 / 3 MO.,2008-02-28,3.8
5298,1 - UNIVERSITY & I-630,Cu,UG/L,1 / 3 MO.,2008-02-28,6.5
5299,1 - UNIVERSITY & I-630,Flow,MGD,1 / 3 MO.,2008-02-28,6.46
5300,1 - UNIVERSITY & I-630,TDS,MG/L,1 / 3 MO.,2008-02-28,65.0
5301,1 - UNIVERSITY & I-630,Streptococci,#/100ML,1 / 3 MO.,2008-02-28,1900.0
5302,1 - UNIVERSITY & I-630,E.Coli,#/100ML,1 / 3 MO.,2008-02-28,1100.0
5303,1 - UNIVERSITY & I-630,"BOD, C",MG/L,1 / 3 MO.,2008-02-28,5.82
5304,2 - 33RD & WHITFIELD,Se,UG/L,1 / 3 MO.,2008-02-28,
5305,2 - 33RD & WHITFIELD,Be,UG/L,1 / 3 MO.,2008-02-28,
5306,2 - 33RD & WHITFIELD,Ni,UG/L,1 / 3 MO.,2008-02-28,
5307,2 - 33RD & WHITFIELD,Cr,UG/L,1 / 3 MO.,2008-02-28,
5308,2 - 33RD & WHITFIELD,Hg,UG/L,1 / 3 MO.,2008-02-28,
5309,2 - 33RD & WHITFIELD,Cyanide,UG/L,1 / 3 MO.,2008-02-28,
5310,2 - 33RD & WHITFIELD,BOD,MG/L,1 / 3 MO.,2008-02-28,6.1
5311,2 - 33RD & WHITFIELD,pH,SU,1 / 3 MO.,2008-02-28,6.53
5312,2 - 33RD & WHITFIELD,TSS,MG/L,1 / 3 MO.,2008-02-28,126.0
5313,2 - 33RD & WHITFIELD,Oil,MG/L,1 / 3 MO.,2008-02-28,0.2
5314,2 - 33RD & WHITFIELD,N,MG/L,1 / 3 MO.,2008-02-28,2.39
5315,2 - 33RD & WHITFIELD,"N, Kjeldahl",MG/L,1 / 3 MO.,2008-02-28,1.0
5316,2 - 33RD & WHITFIELD,P,MG/L,1 / 3 MO.,2008-02-28,0.16
5317,2 - 33RD & WHITFIELD,CaCO3,MG/L,1 / 3 MO.,2008-02-28,9.16
5318,2 - 33RD & WHITFIELD,Ag,UG/L,1 / 3 MO.,2008-02-28,1.0
5319,2 - 33RD & WHITFIELD,Zn,UG/L,1 / 3 MO.,2008-02-28,23.0
5320,2 - 33RD & WHITFIELD,Cd,UG/L,1 / 3 MO.,2008-02-28,1.0
5321,2 - 33RD & WHITFIELD,Pb,UG/L,1 / 3 MO.,2008-02-28,5.73
5322,2 - 33RD & WHITFIELD,Cu,UG/L,1 / 3 MO.,2008-02-28,7.14
5323,2 - 33RD & WHITFIELD,Flow,MGD,1 / 3 MO.,2008-02-28,3.45
5324,2 - 33RD & WHITFIELD,TDS,MG/L,1 / 3 MO.,2008-02-28,56.0
5325,2 - 33RD & WHITFIELD,Streptococci,#/100ML,1 / 3 MO.,2008-02-28,6100.0
5326,2 - 33RD & WHITFIELD,E.Coli,#/100ML,1 / 3 MO.,2008-02-28,3700.0
5327,2 - 33RD & WHITFIELD,"BOD, C",MG/L,1 / 3 MO.,2008-02-28,8.42
5328,3 - CHENAL PKWY & OAK MEADOW,Se,UG/L,1 / 3 MO.,2008-02-28,
5329,3 - CHENAL PKWY & OAK MEADOW,Be,UG/L,1 / 3 MO.,2008-02-28,
5330,3 - CHENAL PKWY & OAK MEADOW,Ni,UG/L,1 / 3 MO.,2008-02-28,
5331,3 - CHENAL PKWY & OAK MEADOW,Cr,UG/L,1 / 3 MO.,2008-02-28,
5332,3 - CHENAL PKWY & OAK MEADOW,Hg,UG/L,1 / 3 MO.,2008-02-28,
5333,3 - CHENAL PKWY & OAK MEADOW,Cyanide,UG/L,1 / 3 MO.,2008-02-28,
5334,3 - CHENAL PKWY & OAK MEADOW,BOD,MG/L,1 / 3 MO.,2008-02-28,3.61
5335,3 - CHENAL PKWY & OAK MEADOW,pH,SU,1 / 3 MO.,2008-02-28,6.73
5336,3 - CHENAL PKWY & OAK MEADOW,TSS,MG/L,1 / 3 MO.,2008-02-28,32.7
5337,3 - CHENAL PKWY & OAK MEADOW,Oil,MG/L,1 / 3 MO.,2008-02-28,0.6
5338,3 - CHENAL PKWY & OAK MEADOW,N,MG/L,1 / 3 MO.,2008-02-28,1.88
5339,3 - CHENAL PKWY & OAK MEADOW,"N, Kjeldahl",MG/L,1 / 3 MO.,2008-02-28,1.0
5340,3 - CHENAL PKWY & OAK MEADOW,P,MG/L,1 / 3 MO.,2008-02-28,0.05
5341,3 - CHENAL PKWY & OAK MEADOW,CaCO3,MG/L,1 / 3 MO.,2008-02-28,10.3
5342,3 - CHENAL PKWY & OAK MEADOW,Ag,UG/L,1 / 3 MO.,2008-02-28,1.0
5343,3 - CHENAL PKWY & OAK MEADOW,Zn,UG/L,1 / 3 MO.,2008-02-28,20.8
5344,3 - CHENAL PKWY & OAK MEADOW,Cd,UG/L,1 / 3 MO.,2008-02-28,1.0
5345,3 - CHENAL PKWY & OAK MEADOW,Pb,UG/L,1 / 3 MO.,2008-02-28,1.88
5346,3 - CHENAL PKWY & OAK MEADOW,Cu,UG/L,1 / 3 MO.,2008-02-28,4.71
5347,3 - CHENAL PKWY & OAK MEADOW,Flow,MGD,1 / 3 MO.,2008-02-28,0.054000000000000006
5348,3 - CHENAL PKWY & OAK MEADOW,TDS,MG/L,1 / 3 MO.,2008-02-28,41.0
5349,3 - CHENAL PKWY & OAK MEADOW,Streptococci,#/100ML,1 / 3 MO.,2008-02-28,3900.0
5350,3 - CHENAL PKWY & OAK MEADOW,E.Coli,#/100ML,1 / 3 MO.,2008-02-28,1300.0
5351,3 - CHENAL PKWY & OAK MEADOW,"BOD, C",MG/L,1 / 3 MO.,2008-02-28,4.65
5352,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Se,UG/L,1 / 3 MO.,2008-02-28,
5353,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Be,UG/L,1 / 3 MO.,2008-02-28,
5354,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ni,UG/L,1 / 3 MO.,2008-02-28,
5355,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cr,UG/L,1 / 3 MO.,2008-02-28,
5356,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Hg,UG/L,1 / 3 MO.,2008-02-28,
5357,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cyanide,UG/L,1 / 3 MO.,2008-02-28,
5358,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),BOD,MG/L,1 / 3 MO.,2008-02-28,3.72
5359,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),pH,SU,1 / 3 MO.,2008-02-28,6.52
5360,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TSS,MG/L,1 / 3 MO.,2008-02-28,7.33
5361,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Oil,MG/L,1 / 3 MO.,2008-02-28,0.9
5362,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),N,MG/L,1 / 3 MO.,2008-02-28,1.16
5363,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"N, Kjeldahl",MG/L,1 / 3 MO.,2008-02-28,1.0
5364,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),P,MG/L,1 / 3 MO.,2008-02-28,0.06
5365,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),CaCO3,MG/L,1 / 3 MO.,2008-02-28,3.36
5366,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ag,UG/L,1 / 3 MO.,2008-02-28,1.0
5367,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Zn,UG/L,1 / 3 MO.,2008-02-28,6.48
5368,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cd,UG/L,1 / 3 MO.,2008-02-28,1.0
5369,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Pb,UG/L,1 / 3 MO.,2008-02-28,0.76
5370,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cu,UG/L,1 / 3 MO.,2008-02-28,1.76
5371,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Flow,MGD,1 / 3 MO.,2008-02-28,1.615
5372,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TDS,MG/L,1 / 3 MO.,2008-02-28,56.0
5373,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Streptococci,#/100ML,1 / 3 MO.,2008-02-28,100.0
5374,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),E.Coli,#/100ML,1 / 3 MO.,2008-02-28,800.0
5375,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BOD, C",MG/L,1 / 3 MO.,2008-02-28,3.72
5376,5 - 14TH & BOND,Se,UG/L,1 / 3 MO.,2008-02-28,
5377,5 - 14TH & BOND,Be,UG/L,1 / 3 MO.,2008-02-28,
5378,5 - 14TH & BOND,Ni,UG/L,1 / 3 MO.,2008-02-28,
5379,5 - 14TH & BOND,Cr,UG/L,1 / 3 MO.,2008-02-28,
5380,5 - 14TH & BOND,Hg,UG/L,1 / 3 MO.,2008-02-28,
5381,5 - 14TH & BOND,Cyanide,UG/L,1 / 3 MO.,2008-02-28,
5382,5 - 14TH & BOND,BOD,MG/L,1 / 3 MO.,2008-02-28,5.9
5383,5 - 14TH & BOND,pH,SU,1 / 3 MO.,2008-02-28,6.7
5384,5 - 14TH & BOND,TSS,MG/L,1 / 3 MO.,2008-02-28,17.0
5385,5 - 14TH & BOND,Oil,MG/L,1 / 3 MO.,2008-02-28,0.4
5386,5 - 14TH & BOND,N,MG/L,1 / 3 MO.,2008-02-28,2.0
5387,5 - 14TH & BOND,"N, Kjeldahl",MG/L,1 / 3 MO.,2008-02-28,1.0
5388,5 - 14TH & BOND,P,MG/L,1 / 3 MO.,2008-02-28,0.23
5389,5 - 14TH & BOND,CaCO3,MG/L,1 / 3 MO.,2008-02-28,1.08
5390,5 - 14TH & BOND,Ag,UG/L,1 / 3 MO.,2008-02-28,1.0
5391,5 - 14TH & BOND,Zn,UG/L,1 / 3 MO.,2008-02-28,75.9
5392,5 - 14TH & BOND,Cd,UG/L,1 / 3 MO.,2008-02-28,1.0
5393,5 - 14TH & BOND,Pb,UG/L,1 / 3 MO.,2008-02-28,9.0
5394,5 - 14TH & BOND,Cu,UG/L,1 / 3 MO.,2008-02-28,9.7
5395,5 - 14TH & BOND,Flow,MGD,1 / 3 MO.,2008-02-28,0.6459999999999999
5396,5 - 14TH & BOND,TDS,MG/L,1 / 3 MO.,2008-02-28,35.0
5397,5 - 14TH & BOND,Streptococci,#/100ML,1 / 3 MO.,2008-02-28,1200.0
5398,5 - 14TH & BOND,E.Coli,#/100ML,1 / 3 MO.,2008-02-28,200.0
5399,5 - 14TH & BOND,"BOD, C",MG/L,1 / 3 MO.,2008-02-28,7.23
5400,1 - UNIVERSITY & I-630,Se,UG/L,1 / 3 MO.,2008-05-31,
5401,1 - UNIVERSITY & I-630,Be,UG/L,1 / 3 MO.,2008-05-31,
5402,1 - UNIVERSITY & I-630,Ni,UG/L,1 / 3 MO.,2008-05-31,
5403,1 - UNIVERSITY & I-630,Cr,UG/L,1 / 3 MO.,2008-05-31,
5404,1 - UNIVERSITY & I-630,Hg,UG/L,1 / 3 MO.,2008-05-31,
5405,1 - UNIVERSITY & I-630,Cyanide,UG/L,1 / 3 MO.,2008-05-31,
5406,1 - UNIVERSITY & I-630,BOD,MG/L,1 / 3 MO.,2008-05-31,4.5
5407,1 - UNIVERSITY & I-630,pH,SU,1 / 3 MO.,2008-05-31,5.97
5408,1 - UNIVERSITY & I-630,TSS,MG/L,1 / 3 MO.,2008-05-31,24.0
5409,1 - UNIVERSITY & I-630,Oil,MG/L,1 / 3 MO.,2008-05-31,0.4
5410,1 - UNIVERSITY & I-630,N,MG/L,1 / 3 MO.,2008-05-31,1.43
5411,1 - UNIVERSITY & I-630,"N, Kjeldahl",MG/L,1 / 3 MO.,2008-05-31,0.52
5412,1 - UNIVERSITY & I-630,P,MG/L,1 / 3 MO.,2008-05-31,0.3
5413,1 - UNIVERSITY & I-630,CaCO3,MG/L,1 / 3 MO.,2008-05-31,40.0
5414,1 - UNIVERSITY & I-630,Ag,UG/L,1 / 3 MO.,2008-05-31,0.5
5415,1 - UNIVERSITY & I-630,Zn,UG/L,1 / 3 MO.,2008-05-31,61.5
5416,1 - UNIVERSITY & I-630,Cd,UG/L,1 / 3 MO.,2008-05-31,0.5
5417,1 - UNIVERSITY & I-630,Pb,UG/L,1 / 3 MO.,2008-05-31,2.9
5418,1 - UNIVERSITY & I-630,Cu,UG/L,1 / 3 MO.,2008-05-31,17.9
5419,1 - UNIVERSITY & I-630,Flow,MGD,1 / 3 MO.,2008-05-31,1.2919999999999998
5420,1 - UNIVERSITY & I-630,TDS,MG/L,1 / 3 MO.,2008-05-31,132.0
5421,1 - UNIVERSITY & I-630,Streptococci,#/100ML,1 / 3 MO.,2008-05-31,600.0
5422,1 - UNIVERSITY & I-630,E.Coli,#/100ML,1 / 3 MO.,2008-05-31,1000.0
5423,1 - UNIVERSITY & I-630,"BOD, C",MG/L,1 / 3 MO.,2008-05-31,5.59
5424,2 - 33RD & WHITFIELD,Se,UG/L,1 / 3 MO.,2008-05-31,
5425,2 - 33RD & WHITFIELD,Be,UG/L,1 / 3 MO.,2008-05-31,
5426,2 - 33RD & WHITFIELD,Ni,UG/L,1 / 3 MO.,2008-05-31,
5427,2 - 33RD & WHITFIELD,Cr,UG/L,1 / 3 MO.,2008-05-31,
5428,2 - 33RD & WHITFIELD,Hg,UG/L,1 / 3 MO.,2008-05-31,
5429,2 - 33RD & WHITFIELD,Cyanide,UG/L,1 / 3 MO.,2008-05-31,
5430,2 - 33RD & WHITFIELD,BOD,MG/L,1 / 3 MO.,2008-05-31,5.95
5431,2 - 33RD & WHITFIELD,pH,SU,1 / 3 MO.,2008-05-31,6.27
5432,2 - 33RD & WHITFIELD,TSS,MG/L,1 / 3 MO.,2008-05-31,258.0
5433,2 - 33RD & WHITFIELD,Oil,MG/L,1 / 3 MO.,2008-05-31,0.5
5434,2 - 33RD & WHITFIELD,N,MG/L,1 / 3 MO.,2008-05-31,1.3
5435,2 - 33RD & WHITFIELD,"N, Kjeldahl",MG/L,1 / 3 MO.,2008-05-31,0.24
5436,2 - 33RD & WHITFIELD,P,MG/L,1 / 3 MO.,2008-05-31,0.3
5437,2 - 33RD & WHITFIELD,CaCO3,MG/L,1 / 3 MO.,2008-05-31,30.0
5438,2 - 33RD & WHITFIELD,Ag,UG/L,1 / 3 MO.,2008-05-31,1.0
5439,2 - 33RD & WHITFIELD,Zn,UG/L,1 / 3 MO.,2008-05-31,33.6
5440,2 - 33RD & WHITFIELD,Cd,UG/L,1 / 3 MO.,2008-05-31,1.0
5441,2 - 33RD & WHITFIELD,Pb,UG/L,1 / 3 MO.,2008-05-31,8.0
5442,2 - 33RD & WHITFIELD,Cu,UG/L,1 / 3 MO.,2008-05-31,12.9
5443,2 - 33RD & WHITFIELD,Flow,MGD,1 / 3 MO.,2008-05-31,2.5839999999999996
5444,2 - 33RD & WHITFIELD,TDS,MG/L,1 / 3 MO.,2008-05-31,47.0
5445,2 - 33RD & WHITFIELD,Streptococci,#/100ML,1 / 3 MO.,2008-05-31,1900.0
5446,2 - 33RD & WHITFIELD,E.Coli,#/100ML,1 / 3 MO.,2008-05-31,1800.0
5447,2 - 33RD & WHITFIELD,"BOD, C",MG/L,1 / 3 MO.,2008-05-31,6.95
5448,3 - CHENAL PKWY & OAK MEADOW,Se,UG/L,1 / 3 MO.,2008-05-31,
5449,3 - CHENAL PKWY & OAK MEADOW,Be,UG/L,1 / 3 MO.,2008-05-31,
5450,3 - CHENAL PKWY & OAK MEADOW,Ni,UG/L,1 / 3 MO.,2008-05-31,
5451,3 - CHENAL PKWY & OAK MEADOW,Cr,UG/L,1 / 3 MO.,2008-05-31,
5452,3 - CHENAL PKWY & OAK MEADOW,Hg,UG/L,1 / 3 MO.,2008-05-31,
5453,3 - CHENAL PKWY & OAK MEADOW,Cyanide,UG/L,1 / 3 MO.,2008-05-31,
5454,3 - CHENAL PKWY & OAK MEADOW,BOD,MG/L,1 / 3 MO.,2008-05-31,3.21
5455,3 - CHENAL PKWY & OAK MEADOW,pH,SU,1 / 3 MO.,2008-05-31,6.14
5456,3 - CHENAL PKWY & OAK MEADOW,TSS,MG/L,1 / 3 MO.,2008-05-31,6.0
5457,3 - CHENAL PKWY & OAK MEADOW,Oil,MG/L,1 / 3 MO.,2008-05-31,0.2
5458,3 - CHENAL PKWY & OAK MEADOW,N,MG/L,1 / 3 MO.,2008-05-31,1.01
5459,3 - CHENAL PKWY & OAK MEADOW,"N, Kjeldahl",MG/L,1 / 3 MO.,2008-05-31,0.96
5460,3 - CHENAL PKWY & OAK MEADOW,P,MG/L,1 / 3 MO.,2008-05-31,0.6
5461,3 - CHENAL PKWY & OAK MEADOW,CaCO3,MG/L,1 / 3 MO.,2008-05-31,42.0
5462,3 - CHENAL PKWY & OAK MEADOW,Ag,UG/L,1 / 3 MO.,2008-05-31,1.0
5463,3 - CHENAL PKWY & OAK MEADOW,Zn,UG/L,1 / 3 MO.,2008-05-31,37.2
5464,3 - CHENAL PKWY & OAK MEADOW,Cd,UG/L,1 / 3 MO.,2008-05-31,1.0
5465,3 - CHENAL PKWY & OAK MEADOW,Pb,UG/L,1 / 3 MO.,2008-05-31,1.0
5466,3 - CHENAL PKWY & OAK MEADOW,Cu,UG/L,1 / 3 MO.,2008-05-31,10.3
5467,3 - CHENAL PKWY & OAK MEADOW,Flow,MGD,1 / 3 MO.,2008-05-31,0.054000000000000006
5468,3 - CHENAL PKWY & OAK MEADOW,TDS,MG/L,1 / 3 MO.,2008-05-31,52.0
5469,3 - CHENAL PKWY & OAK MEADOW,Streptococci,#/100ML,1 / 3 MO.,2008-05-31,1050.0
5470,3 - CHENAL PKWY & OAK MEADOW,E.Coli,#/100ML,1 / 3 MO.,2008-05-31,1650.0
5471,3 - CHENAL PKWY & OAK MEADOW,"BOD, C",MG/L,1 / 3 MO.,2008-05-31,2.7
5472,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Se,UG/L,1 / 3 MO.,2008-05-31,
5473,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Be,UG/L,1 / 3 MO.,2008-05-31,
5474,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ni,UG/L,1 / 3 MO.,2008-05-31,
5475,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cr,UG/L,1 / 3 MO.,2008-05-31,
5476,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Hg,UG/L,1 / 3 MO.,2008-05-31,
5477,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cyanide,UG/L,1 / 3 MO.,2008-05-31,
5478,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),BOD,MG/L,1 / 3 MO.,2008-05-31,1.35
5479,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),pH,SU,1 / 3 MO.,2008-05-31,6.36
5480,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TSS,MG/L,1 / 3 MO.,2008-05-31,10.0
5481,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Oil,MG/L,1 / 3 MO.,2008-05-31,0.4
5482,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),N,MG/L,1 / 3 MO.,2008-05-31,0.95
5483,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"N, Kjeldahl",MG/L,1 / 3 MO.,2008-05-31,0.05
5484,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),P,MG/L,1 / 3 MO.,2008-05-31,0.3
5485,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),CaCO3,MG/L,1 / 3 MO.,2008-05-31,24.0
5486,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ag,UG/L,1 / 3 MO.,2008-05-31,1.0
5487,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Zn,UG/L,1 / 3 MO.,2008-05-31,14.5
5488,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cd,UG/L,1 / 3 MO.,2008-05-31,1.0
5489,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Pb,UG/L,1 / 3 MO.,2008-05-31,1.6
5490,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cu,UG/L,1 / 3 MO.,2008-05-31,4.74
5491,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Flow,MGD,1 / 3 MO.,2008-05-31,0.485
5492,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TDS,MG/L,1 / 3 MO.,2008-05-31,60.0
5493,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Streptococci,#/100ML,1 / 3 MO.,2008-05-31,100.0
5494,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),E.Coli,#/100ML,1 / 3 MO.,2008-05-31,200.0
5495,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BOD, C",MG/L,1 / 3 MO.,2008-05-31,1.53
5496,5 - 14TH & BOND,Se,UG/L,1 / 3 MO.,2008-05-31,
5497,5 - 14TH & BOND,Be,UG/L,1 / 3 MO.,2008-05-31,
5498,5 - 14TH & BOND,Ni,UG/L,1 / 3 MO.,2008-05-31,
5499,5 - 14TH & BOND,Cr,UG/L,1 / 3 MO.,2008-05-31,
5500,5 - 14TH & BOND,Hg,UG/L,1 / 3 MO.,2008-05-31,
5501,5 - 14TH & BOND,Cyanide,UG/L,1 / 3 MO.,2008-05-31,
5502,5 - 14TH & BOND,BOD,MG/L,1 / 3 MO.,2008-05-31,2.9
5503,5 - 14TH & BOND,pH,SU,1 / 3 MO.,2008-05-31,6.46
5504,5 - 14TH & BOND,TSS,MG/L,1 / 3 MO.,2008-05-31,12.0
5505,5 - 14TH & BOND,Oil,MG/L,1 / 3 MO.,2008-05-31,0.5
