OUTFALL No. / LOCATION,PARAMETER,SAMPLE MEASURE UNIT,FREQUENCY / SAMPLE TYPE,,,1/1 TO 2/28/1997,,3/1 TO 5/31/1997,,6/1 TO 8/31/1997,,9/1 TO 11/30/1997,,12/1 TO 2/28/1998,,3/1 TO 5/31/1998,,6/1 TO 8/31/1998,,9/1 TO 11/30/1998,,12/1/1998 TO 2/28/1999,,3/1 TO 5/31/1999,,6/1 TO 8/31/1999,,9/1 TO 11/30/1999,,12/1/1999 TO 2/29/2000,,3/1 TO 5/31/2000,,6/1 TO 8/31/2000,,9/1 TO 11/30/2000,,12/1/2000 TO 2/29/2001,,3/1 TO 5/31/2001,,6/1 TO 8/31/2001,,9/1 TO 11/30/2001,,12/1/2001 TO 2/28/2002,,3/1 TO 5/31/2002,,6/1 TO 8/31/2002,,9/1 TO 11/30/2002,,12/1/2002 TO 2/28/2003,,3/1 TO 5/31/2003,,6/1 TO 8/31/2003,,9/1 TO 11/30/2003,,12/1/2003 TO 2/29/2004,,3/1 TO 5/31/2004,,6/1 TO 8/31/2004,,9/1 TO 11/30/2004,,12/1/2004 TO 2/28/2005,,3/1 TO 5/31/2005,,6/1 TO 8/31/2005,,9/1 TO 11/30/2005,,12/1/2005 TO 2/28/2006,,3/1 TO 5/31/2006,,6/1 TO 8/31/2006,,9/1 TO 11/30/2006,,12/1/2006 TO 2/28/2007,,3/1 TO 5/31/2007,,6/1 TO 8/31/2007,,9/1 TO 11/30/2007,,12/1/2007 TO 2/28/2008,,3/1 TO 5/31/2008,,6/1 TO 8/31/2008,,9/1 TO 11/30/2008,,12/1/2008 TO 2/28/2009,,3/1 TO 5/31/2009,,6/1 TO 8/31/2009,,9/1 TO 11/30/2009,,12/1/2009 TO 2/28/2010,,3/1 TO 5/31/2010,,6/1 TO 8/31/2010,,9/1 TO 11/30/2010,,12/1/2010 TO 2/28/2011,,3/1 TO 5/31/2011,,6/1 TO 8/31/2011,,9/1 TO 11/30/2011,,12/1/2011 TO 2/28/2012,,3/1 TO 5/31/2012,,6/1 TO 8/31/2012,,9/1 TO 11/30/2012,,12/1/2012 TO 2/28/2013,,3/1 TO 5/31/2013,,6/1 TO 8/31/2013,,9/1 TO 11/30/2013,,12/1/2013 TO 2/28/2014,,3/1 TO 5/31/2014,,6/1 TO 8/31/2014,,9/1 TO 11/30/2014,,12/1/2014 TO 2/28/2015,,3/1 TO 5/31/2015,,6/1 TO 8/31/2015,,9/1 TO 11/30/2015,,12/1/2015 TO 2/28/2016,,3/1 TO 5/31/2016,,6/1 TO 8/31/2016,,9/1 TO 11/30/2016,,12/1/2016 TO 2/28/2017,,3/1 TO 5/31/2017,,6/1 TO 8/31/2017,,9/1 TO 11/30/2017,,12/1/2017 TO 2/28/2018
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),PH,SU,1 / 3 MO.,GRAB,,6.3,,7.34,,7.9,,7.1,,7.1,,7.1,,6.61,,6.92,,6.41,,6.2,,7.12,,6.73,,6.85,,6.51,,7.13,,6.79,,6.76,,6.76,,6.71,,6.87,,6.91,,6.92,,6.87,,7.1,,6.71,,6.88,,6.49,,6.47,,6.57,,6.82,,6.9,,6.19,,6.91,,NO DISCHARGE,,6.8,,6.38,,6.86,,6.81,,NO DISCHARGE,,6.91,,6.81,,6.75,,NA,,NO DISCHARGE,,6.52,,6.36,,NO DISCHARGE,,7.1,,6.98,,6.49,,6.38,,7.18,,6.76,,6.39,,NO DISCHARGE,,6.21,,6.1,,6.11,,7.37,,6.64,,NO DISCHARGE,,6.9,,7.2,,8,,6.9,,8.9,,NO DISCHARGE,,7,,NO DISCHARGE,,7,,5.8,,7.6,,7.2,,7.7,,6.1,,7.2,,6.8,,6.6,,7.1,,8.7,,7,,7.1,,7.2,,NO DISCHARGE,,7.2
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"SOLIDS, TOTAL SUSPENDED",MG/L,1 / 3 MO.,COMP/GRAB,<,1,,53,,280,,172,,129.5,,152,,160,,9,,31.6,,61,,82,,20,,58,,355,,52.5,,64,,1063.3,,242,,274,,111.5,,19,,136,,543,,103,,92,,67,,33,,116,,193,,64,,39,,387,,146,,NO DISCHARGE,,28,,6,,3,,4,,NO DISCHARGE,,6.5,,8,,37,,NA,,NO DISCHARGE,,7.33,,10,,NO DISCHARGE,,23,,9.2,,9.3,,33,,9.6,,4.7,,6.7,,NO DISCHARGE,,16.8,,22,,10,,55.3,,12.8,,NO DISCHARGE,,1,,33,,8,,17,<,1,,NO DISCHARGE,,78,,NO DISCHARGE,,84,<,1,,23,,59,<,61,,16,,36,,13,,15,,19,,4,,10,,1,,16,,NO DISCHARGE,,14
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),OIL & GREASE,MG/L,1 / 3 MO.,GRAB,,5.81,,1.5,,0.2,,2.5,,0.1,,2.6,,0.6,,0.8,,0.2,,2,,0.1,,1.5,,1.1,,0.6,,0.8,,0.6,,0.7,,0.4,,1.1,,2.7,,1.9,,0.5,,1.6,,1.1,,0.6,,1.2,,1.9,,1.5,,0.3,,0.6,,1.3,,1.5,,0.9,,NO DISCHARGE,,1.1,,0.9,,0.3,,0.2,,NO DISCHARGE,,0.2,,0.4,,0.3,,NA,,NO DISCHARGE,,0.9,,0.4,,NO DISCHARGE,,0.1,,3,,1.2,,0.3,,0.3,,6.5,,0.9,,NO DISCHARGE,,0.6,,1,,0.6,,0.6,,1.2,,NO DISCHARGE,<,1.4,<,1.4,<,1.4,<,1.4,<,1.4,<,NO DISCHARGE,<,1.4,<,NO DISCHARGE,<,1.4,<,1.4,<,1.4,<,1.4,<,8.9,<,1.4,<,1.4,<,1.4,<,1.45,<,1.4,<,1.4,,8.9,,2.6,,1.4,,NO DISCHARGE,,1.4
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"NITROGEN, TOTAL",MG/L,1 / 3 MO.,COMP/GRAB,,0.56,,11.68,,0.66,,0.95,,1.362,,4.466,,3.616,,1.25,,1.22,,1.414,,3.043,,4.45,,1.953,,16.76,,4.53,,9.64,,5.23,,1.7,,8.45,,1.29,<,0.05,<,0.05,<,0.05,,0.22,,0.58,,0.32,<,0.05,<,0.55,<,0.36,<,0.482,<,0.23,<,0.05,,0.165,,NO DISCHARGE,,1.86,,0.27,,0.32,,0.542,,NO DISCHARGE,,0.753,,0.423,,0.793,,NA,,NO DISCHARGE,,1.16,,0.95,,NO DISCHARGE,,1.58,,1.175,,0.46,,1.02,,1.4,,0.345,,0.921,,NO DISCHARGE,,1.11,,0.37,,1.09,,2.96,,1.2,,NO DISCHARGE,,0.3,,0.51,,0.42,,0.18,,0.84,,NO DISCHARGE,,1.68,,NO DISCHARGE,,0.92,,0.28,,0.42,,1.49,,0.46,,0.27,,0.38,,0.85,,0.25,,0.46,,0.97,,0.74,,0.13,,0.35,,NO DISCHARGE,,0.45
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"NITROGEN, KJELDAHL  (NO LONGER REQUIRED 12-2013)",MG/L,1 / 3 MO.,COMP/GRAB,,0.39,,11.2,,0.33,,0.38,,0.773,,3.29,,2.24,,1.18,,0.83,,0.77,,2.95,,3.93,,1.86,,15.5,,4.48,,8.95,,4.8,,1.42,,8.4,,1.24,,2.8,,2.28,,1.28,,2.37,,1.34,,5,,8.85,,0.65,,0.75,,1.29,,3.59,,1.59,,0.665,,NO DISCHARGE,,0.844,<,0.05,,0.085,<,0.1,,NO DISCHARGE,<,0.05,,0.08,<,1,,NA,,NO DISCHARGE,<,1,,0.05,,NO DISCHARGE,<,0.5,,5.26,<,0.1,,0.2,<,0.07,,0.476,,0.015,,NO DISCHARGE,<,0.087,,0.307,,0.226,,0.077,,0.381,,NO DISCHARGE,,0.3,,0.51,,0.38,,0.17,<,0.05,,NO DISCHARGE,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"PHOSPHORUS, DISSOLVED",MG/L,1 / 3 MO.,COMP/GRAB,,0.14,,0.56,,0.473,,0.48,,0.25,,0.151,,0.12,,0.166,,0.129,,0.153,,0.38,,0.74,,0.15,,2.72,,1.19,,2.86,,0.67,,2.06,,0.67,,0.9,,1.41,,0.56,,0.66,,0.62,,0.89,,0.86,,0.48,,0.26,,0.44,,0.44,,0.137,,0.353,,0.05,,NO DISCHARGE,,0.011,,0.274,,0.265,,0.199,,NO DISCHARGE,,0.331,,0.054,,0.162,,NA,,NO DISCHARGE,,0.06,,0.3,,NO DISCHARGE,,0.824,,0.6,<,0.1,,1.6,,1.4,,0.92,,0.6,,NO DISCHARGE,,0.64,,0.3,,1,,0.5,,0.5,,NO DISCHARGE,,0.08,,0.05,,0.07,,0.05,,0.05,,NO DISCHARGE,,0.33,,NO DISCHARGE,,0.59,,0.06,,0.11,,0.6,,0.47,,0.16,,0.08,,0.85,<,0.05,,0.1,,0.42,,0.16,,0.05,,0.42,,NO DISCHARGE,,0.1
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),HARDNESS (CACO3) TOTAL,MG/L,1 / 3 MO.,COMP/GRAB,,28,,50,,0,,0,,16,,20,,26,,40,,26,,20,,20,,34,,32,,26,,32,,44,,32,,32,,68,,40,,42,,38,,22,,10,,16,,8,,12,,2,,4,,66,,102,,84,,56,,NO DISCHARGE,,20,,16,,75,,15.8,,NO DISCHARGE,,10.2,,13.8,,1.61,,NA,,NO DISCHARGE,,3.36,,24,,NO DISCHARGE,,1.54,,22,,24,,12,,17,,30,,20,,NO DISCHARGE,,12,,40,,30,,30,,10,,NO DISCHARGE,,16,,28,,24,,12,,20,,NO DISCHARGE,,22,,NO DISCHARGE,,40,,36,,28,,28,,32,,44,,24,,36,,4,,44,,14,,32,,16,,20,,NO DISCHARGE,,16
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"SILVER, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,6.8,,1,<,1,<,1,<,10,<,10,,5,<,1,<,1,<,1,<,1,<,1,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,,NO DISCHARGE,<,0.1,<,0.1,<,1,<,0.001,,NO DISCHARGE,<,0.001,<,0.001,<,0.001,,NA,,NO DISCHARGE,<,1,,1,,NO DISCHARGE,<,0.2,<,0.1,<,0.1,,0.19,<,0.1,,0.11,<,0.1,,NO DISCHARGE,<,0.1,<,0.1,<,0.1,<,0.1,<,0.1,,NO DISCHARGE,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,<,NO DISCHARGE,<,0.5,<,NO DISCHARGE,<,0.5,<,0.5,<,50,<,0.5,,2,<,0.5,,3,<,0.5,,40,<,0.5,,4,,7,,0.5,,3,,NO DISCHARGE,,0.5
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"ZINC, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,31,,26,,38,,7.8,,280,,162,,84,,800,,28,,21,,37,<,1,,26,,65,,42,,26,,32,,20,,5,,5,<,1,<,5,<,5,,5,,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,,NO DISCHARGE,,9.1,,230,<,1,,0.002,,NO DISCHARGE,,0.001,,0.005,,0.029,,NA,,NO DISCHARGE,,6.48,,14.5,,NO DISCHARGE,,15.4,,14.7,,0.5,,76.2,,10.7,,14.2,,41.6,,NO DISCHARGE,,28.9,,15.8,<,0.1,,169,,26.1,,NO DISCHARGE,,22.93,,86.8,<,1,<,1,<,1,,NO DISCHARGE,<,1,<,NO DISCHARGE,<,1,<,1,,4,,72,,89,,18,<,1,,86,,4,<,1,,116,,69,,1,,13,,NO DISCHARGE,,11.8
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"CADMIUM, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,<,0.5,,0.5,<,1,<,1,,5,<,1,<,1,<,1,,3,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,5,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,,NO DISCHARGE,,7.32,<,0.1,<,1,,0.009,,NO DISCHARGE,<,0.001,,0.001,,0.014,,NA,,NO DISCHARGE,<,1,,1,,NO DISCHARGE,<,0.2,,0.12,,0.2,,6.08,<,0.3,,0.28,,0.47,,NO DISCHARGE,,0.126,<,0.1,<,0.1,<,0.1,<,0.1,,NO DISCHARGE,<,0.1,<,0.1,<,0.1,<,0.5,<,0.1,<,NO DISCHARGE,<,0.1,<,NO DISCHARGE,<,0.1,<,0.1,<,0.1,<,0.1,<,0.1,<,0.1,<,0.1,,3.7,<,0.1,<,0.1,,1.9,,6,,3.6,,2.8,,NO DISCHARGE,,0.1
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"LEAD, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,1.48,,3.85,,29,,19.7,,28,,66.4,,13,,37,,4,,2,<,1,,5,,6.7,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,5,<,1,,NO DISCHARGE,,7.09,<,0.1,<,1,,0.002,,NO DISCHARGE,<,0.001,,0.001,<,0.001,,NA,,NO DISCHARGE,,0.76,,1.6,,NO DISCHARGE,,2.4,,4.2,,1.04,,2.63,,1.1,,1.54,,3.1,,NO DISCHARGE,<,0.1,<,0.1,<,0.1,<,0.1,,1.2,,NO DISCHARGE,,0.74,<,0.5,<,0.5,<,0.5,,196,<,NO DISCHARGE,,11,<,NO DISCHARGE,<,11,<,0.5,,7,,3,,14,,2,,3.9,<,0.5,,40,<,0.5,,11,<,0.5,,7.9,,4,,NO DISCHARGE,,0.5
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"COPPER, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,2.65,,13.5,,16.7,,2.5,,14,,40.7,,42,<,1,,7,<,1,<,1,<,1,<,1,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,,NO DISCHARGE,,8.78,,4.946,,1.6,,0.009,,NO DISCHARGE,,0.002,,0.001,,0.025,,NA,,NO DISCHARGE,,1.76,,4.74,,NO DISCHARGE,,8.6,,5.55,,1.04,,51.3,,6.94,,5.9,,3.62,,NO DISCHARGE,,1.8,,2.5,<,0.1,,18.5,,9.2,,NO DISCHARGE,,9.05,,13.2,<,0.5,<,0.5,,30,,NO DISCHARGE,,13,<,NO DISCHARGE,<,19,<,0.5,<,0.5,,33,<,13,<,0.5,,10,,1.8,<,0.5,<,0.5,,6,,11,,4.8,,4.6,,NO DISCHARGE,,3.6
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),FLOW IN CONDUIT / THRU TREAT. PLANT,MGD,1 / 3 MO.,INST,,0.144,,0.432,,1.7,,1.79,,0.467,,2.66,,1.514,,0.02,,0.242,,0.1,,0.1,,0.04,,0.323,,0.323,,0.058,,3.6,,0.82,,0.81,,0.404,,0.132,,0.404,,2.692,,0.954,,0.673,,1.817,,0.403,,0.484,,0.805,,0.969,,0.134,,0.397,,0.807,,1.21,,NO DISCHARGE,,0.782,,4.845,,0.403,,0.807,,NO DISCHARGE,,0.001,,0.431,,0.081,,NA,,NO DISCHARGE,,1.615,,0.485,,NO DISCHARGE,,0.027,,0.251,,5.163,,0.808,,0.121,,0.436,,0.324,,NO DISCHARGE,,0.302,,4.309,,3.447,,0.484,,0.162,,NO DISCHARGE,,0.00316,,0.00024,,0.001958,,0.001872,,0.6887,,NO DISCHARGE,,0.00015,,NO DISCHARGE,,0.00432,,0.00432,,0.0018,,0.00432,,0.1902,,1.522,,0.00226,,0.0072,,0.0072,,0.0861,,0.001512,,0.0072,,3.383,,0.00959,,NO DISCHARGE,,0.00432
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"SOLIDS, TOTAL DISSOLVED",MG/L,1 / 3 MO.,COMP/GRAB,,92,,128,,42,,36,,70,,70,,74,,42,,51,,42.25,,45.5,,50.5,,47.5,,87,,41.5,,66,,165.5,,82,,87.5,,78,,56,,59,,104.5,,38.5,,42,,56,,54.25,,61.5,,49.5,,62,,61.5,,149.5,,150,,NO DISCHARGE,,56,,53.5,,79,,50,,NO DISCHARGE,,44,,55,,68,,NA,,NO DISCHARGE,,56,,60,,NO DISCHARGE,,93,,61,,111,,71,,91,,55,,106,,NO DISCHARGE,,52,,29,,31,,113,,32,,NO DISCHARGE,,70,,18,,104,,182,,66,,NO DISCHARGE,,62,,NO DISCHARGE,,64,,13834,,72,,60,,84,,118,,78,,94,,50,,24,,52,,44,,98,,80,,NO DISCHARGE,,38
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"STREPTOCOCCI, FECAL MATERIAL",#/100ML,1 / 3 MO.,GRAB,,44,,1372,,13800,,48500,<,20,,72000,,42000,,1012,,650,,2370,270,2100,,18100,,2100,,29000,,3500,,39000,,7500,,2500,,250000,,5250,,125,,40000,,9800,,1000,,2900,,20000,,20000,,120000,,11700,,2500,,1800,,19650,,50000,,NO DISCHARGE,,1850,,40,,45000,,1000,,NO DISCHARGE,,190,<,100,,1100,,NA,,NO DISCHARGE,<,100,,100,,NO DISCHARGE,,3900,<,100,<,100,,3100,,2000,<,20,,3600,,NO DISCHARGE,,3900,,1000,,1300,,8800,,1200,,NO DISCHARGE,,13,,325,<,1,,174,,30,,NO DISCHARGE,,1340,,NO DISCHARGE,,150,,2400,,1800,,195,,350,,240,,210,,13,,30,<,5,,900,,25,,125,,1810,,NO DISCHARGE,,200
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"E.COLI  (CHANGED FROM COLIFORM, FECAL 8/31/2005)",#/100ML,1 / 3 MO.,GRAB,,416,,2,,8800,,6300,,2020,,91000,,14600,,20700,,300,,2000,,270,,11900,,1300,,41000,,250,,25500,<,2500,,2500,,5500,,3000,,125,,10000,,5600,,1000,,2960,,10000,,40000,,90000,,5000,,2000,,620,,21100,,20000,,NO DISCHARGE,,6000,,120,,120,,3000,,NO DISCHARGE,,130,<,100,,2800,,NA,,NO DISCHARGE,,800,,200,,NO DISCHARGE,,1800,<,100,<,100,,3400,,1200,,20,,3100,,NO DISCHARGE,,5600,,300,,1600,,2900,,1650,,NO DISCHARGE,,57,,305,<,1,,197,,5,,NO DISCHARGE,,1195,,NO DISCHARGE,,250,,2400,,2400,,145,,390,,220,,196,,27,,41,,75,,800,,80,,75,,1670,,NO DISCHARGE,,960
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BOD, CARBONACEOUS 5 DAY (NO LONGER REQUIRED 12-2013)",MG/L,1 / 3 MO.,COMP/GRAB,,2,,11,,7.9,,5.1,,15.3,,25,,8.1,,2,,0.4,,2.5,,2.7,,4.4,,5.6,,6.3,,2.3,,6,,5.7,,7.3,,8.2,,17.8,,3.4,,3.4,,3,,3.6,,7,,7.3,,4.4,,3.8,,5.5,,1.4,,4.9,,6.2,,2.6,,NO DISCHARGE,,8.01,,8,,8.4,,2.65,,NO DISCHARGE,,7.78,,3.394,,3.52,,NA,,NO DISCHARGE,,3.72,,1.53,,NO DISCHARGE,,8,,2.8,,2.3,,3.8,,1.5,,3.9,,1.4,,NO DISCHARGE,,4.6,,3.9,,1.7,,24.6,,7.4,,NO DISCHARGE,,NO DISCHARGE,,3,<,2,,3,<,2,,NO DISCHARGE,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"SELENIUM, TOTAL RECOVERABLE (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,5,,5,<,2,,2,<,2,,2,,NO DISCHARGE,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,,0.95,,NO DISCHARGE,<,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"BERYLLIUM, (BE) TOTAL RECOVERABLE (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,,0.52,,0.5,<,1,<,1,<,1,<,1,,NO DISCHARGE,<,1,,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,,1.05,,NO DISCHARGE,<,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"NICKEL, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,,18,,1,<,1,<,1,<,1,,16.9,,NO DISCHARGE,,5.7,,27.6,,1.8,<,1,,5.4,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,5,<,1,<,1,<,1,<,1,<,5,<,1,<,1,<,1,<,0.005,<,5,,5,,NO DISCHARGE,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"CHROMIUM, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,,14.28,,5,<,1,<,5,,7,,44,,NO DISCHARGE,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,1,<,5,<,5,<,5,<,5,<,1,<,5,<,3,<,5,,5,,NO DISCHARGE,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"MERCURY, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,0.2,,0.2,<,1,<,0.2,<,1,<,1,,NO DISCHARGE,,1.6,,1.7,,1.1,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,,0.2,,NO DISCHARGE,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"CYANIDE, TOTAL  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,10,,10,,9,,16,,18,,4,,NO DISCHARGE,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,0.009,<,9,<,0.009,,NO DISCHARGE,<,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"BOD, 5 DAY",MG/L,1 / 3 MO.,COMP/GRAB,,43,,15,,9.9,,18.8,,6.7,,20.9,,NO DISCHARGE,,20.8,,7.5,,17.6,,11.6,,27.3,,26.4,,15.1,,11.4,,14.4,,15.6,,18.7,,5.7,,2.7,,0.9,,4.2,,1.3,,31,,18.6,,4.8,,6.5,,1.4,,10.3,,8.5,,3.7,,22.5,,4.7,,NO DISCHARGE,,7.12,,5,,8.5,,11.8,,NO DISCHARGE,,5.97,,8.064,,8.825,,13.7,,8.96,,5.9,,2.9,,7.2,,5.4,,2.8,,3.8,,7.5,,4.1,,3,,3.6,,12.4,,6.4,,7.3,,1.9,,11,,10.1,,NO DISCHARGE,,6,,6,,4,,8,,2,,7,,4,,4,,9,,16,,10,,10,,6,,6,,8,,7,,3,,3,,5,,5,,4,,3,,7,,4
5 - 14TH & BOND,PH,SU,1 / 3 MO.,GRAB,,7.17,,6.9,,7.7,,7.1,,7.03,,7.41,,NO DISCHARGE,,6.46,,7.48,,6.93,,8.4,,6.61,,6.26,,6.61,,6.11,,6.67,,6.46,,7.47,,6.86,,6.87,,6.81,,7.01,,7.21,,7.26,,6.89,,6.54,,5.81,,6.76,,6.86,,6.55,,6.77,,6.59,,6.43,,NO DISCHARGE,,6.03,,6.33,,6.83,,6.91,,NO DISCHARGE,,7.1,,7.12,,6.48,,6.15,,6.57,,6.7,,6.46,,6.3,,7.6,,6.93,,6.71,,6.29,,6.91,,6.81,,6.43,,6.48,,6.08,,6.35,,6.64,,5.96,,3.22,,NO DISCHARGE,,7.2,,6.3,,6.3,,7.5,,8.5,,6.7,,7.1,,8.5,,7.4,,6.5,,6.3,,7.1,,7.6,,6.5,,7.3,,6.4,,7.3,,7,,8.9,,7.3,,7.1,,6.7,,7.6,,6.2
5 - 14TH & BOND,"SOLIDS, TOTAL SUSPENDED",MG/L,1 / 3 MO.,COMP/GRAB,,124,,7,,126,,103,,169,,55,,NO DISCHARGE,,44,,77,,44,,38,,109,,192,,75,,33,,40,,154,,14,,23,,2.4,,4,,106,,3,,73,,68,,12,,33,,0.4,,82,,128,,1.2,,118,,102,,NO DISCHARGE,,72,,23,,28,,43,,NO DISCHARGE,,10,,204,,19.3,,18,,5.5,,17,,12,,4.8,,363,,74,,2.7,,12,,9.6,,8,,29,,498,,64,,130,,10,,56,,11,,NO DISCHARGE,,5,,3,,3,,14,,26,,6,,333,,10,,60,,2,,5,,16,,6,,9,,13,,7,,40,,12,,23,,18,,4,,15,,15,,1
5 - 14TH & BOND,OIL & GREASE,MG/L,1 / 3 MO.,GRAB,,1.41,,8.11,,0.2,,1.9,,0.3,,3.9,,NO DISCHARGE,,4.1,,2.5,,2.3,<,0.1,,4.2,,1.8,,0.8,,1,,0.3,,1,,10.6,,1.2,,0.1,,1.2,,0.3,,1,,0.5,,0.1,,2.3,,1.6,,1.2,,0.4,,0.9,,1.5,,0.9,,0.6,,NO DISCHARGE,,0.6,,0.5,,0.3,,0.8,,NO DISCHARGE,,0.5,,0.3,,0.6,,0.3,,0.1,,0.4,,0.5,,0.3,,0.4,,2,,0.7,,0.2,,0.2,,6,,1.1,,0.6,,1.3,,0.2,,0.7,,0.8,,0.4,,NO DISCHARGE,<,1.4,,2.3,<,1.4,<,1.4,<,1.4,<,1.4,<,1.6,<,1.4,<,1.4,<,1.4,<,2.1,<,1.4,<,1.4,,4.4,,4.8,<,1.4,<,1.4,<,1.4,,2.2,<,1.4,,1.4,,4.6,,2.2,,2.8
