OUTFALL No. / LOCATION,PARAMETER,SAMPLE MEASURE UNIT,FREQUENCY / SAMPLE TYPE,,,1/1 TO 2/28/1997,,3/1 TO 5/31/1997,,6/1 TO 8/31/1997,,9/1 TO 11/30/1997,,12/1 TO 2/28/1998,,3/1 TO 5/31/1998,,6/1 TO 8/31/1998,,9/1 TO 11/30/1998,,12/1/1998 TO 2/28/1999,,3/1 TO 5/31/1999,,6/1 TO 8/31/1999,,9/1 TO 11/30/1999,,12/1/1999 TO 2/29/2000,,3/1 TO 5/31/2000,,6/1 TO 8/31/2000,,9/1 TO 11/30/2000,,12/1/2000 TO 2/29/2001,,3/1 TO 5/31/2001,,6/1 TO 8/31/2001,,9/1 TO 11/30/2001,,12/1/2001 TO 2/28/2002,,3/1 TO 5/31/2002,,6/1 TO 8/31/2002,,9/1 TO 11/30/2002,,12/1/2002 TO 2/28/2003,,3/1 TO 5/31/2003,,6/1 TO 8/31/2003,,9/1 TO 11/30/2003,,12/1/2003 TO 2/29/2004,,3/1 TO 5/31/2004,,6/1 TO 8/31/2004,,9/1 TO 11/30/2004,,12/1/2004 TO 2/28/2005,,3/1 TO 5/31/2005,,6/1 TO 8/31/2005,,9/1 TO 11/30/2005,,12/1/2005 TO 2/28/2006,,3/1 TO 5/31/2006,,6/1 TO 8/31/2006,,9/1 TO 11/30/2006,,12/1/2006 TO 2/28/2007,,3/1 TO 5/31/2007,,6/1 TO 8/31/2007,,9/1 TO 11/30/2007,,12/1/2007 TO 2/28/2008,,3/1 TO 5/31/2008,,6/1 TO 8/31/2008,,9/1 TO 11/30/2008,,12/1/2008 TO 2/28/2009,,3/1 TO 5/31/2009,,6/1 TO 8/31/2009,,9/1 TO 11/30/2009,,12/1/2009 TO 2/28/2010,,3/1 TO 5/31/2010,,6/1 TO 8/31/2010,,9/1 TO 11/30/2010,,12/1/2010 TO 2/28/2011,,3/1 TO 5/31/2011,,6/1 TO 8/31/2011,,9/1 TO 11/30/2011,,12/1/2011 TO 2/28/2012,,3/1 TO 5/31/2012,,6/1 TO 8/31/2012,,9/1 TO 11/30/2012,,12/1/2012 TO 2/28/2013,,3/1 TO 5/31/2013,,6/1 TO 8/31/2013,,9/1 TO 11/30/2013,,12/1/2013 TO 2/28/2014,,3/1 TO 5/31/2014,,6/1 TO 8/31/2014,,9/1 TO 11/30/2014,,12/1/2014 TO 2/28/2015,,3/1 TO 5/31/2015,,6/1 TO 8/31/2015,,9/1 TO 11/30/2015,,12/1/2015 TO 2/28/2016,,3/1 TO 5/31/2016,,6/1 TO 8/31/2016,,9/1 TO 11/30/2016,,12/1/2016 TO 2/28/2017,,3/1 TO 5/31/2017,,6/1 TO 8/31/2017,,9/1 TO 11/30/2017,,12/1/2017 TO 2/28/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 - 33RD & WHITFIELD,"BOD, CARBONACEOUS 5 DAY (NO LONGER REQUIRED 12-2013)",MG/L,1 / 3 MO.,COMP/GRAB,,3.000,,10.000,,5.180,,4.900,,4.300,,32.600,,19.900,,10.600,,16.900,,14.500,,8.600,,27.400,,17.000,,11.100,,NO DISCHARGE,,11.400,,13.700,,6.900,,3.800,,7.700,,17.100,,4.700,,1.500,,1.500,,2.100,,11.500,,10.100,,2.200,,10.400,,19.600,,4.300,,4.900,,5.400,,12.100,,4.480,,8.500,,10.500,,10.700,,2.660,,5.270,,8.318,,4.356,,6.860,,6.690,,8.420,,6.950,,4.000,,11.500,,3.800,,2.100,,2.600,,12.500,,4.300,,4.200,,3.400,,36.000,,1.700,,11.100,,33.100,,8.500,,5.900,<,2.000,,2.000,<,2.000,,6.000,,4.000,,3.000,,3.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"SELENIUM, TOTAL RECOVERABLE (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,,5.000,,5.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,,NO DISCHARGE,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,5.000,,NO DISCHARGE,,3.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"BERYLLIUM, (BE) TOTAL RECOVERABLE (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,0.500,,0.500,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,,NO DISCHARGE,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,,NO DISCHARGE,<,0.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"NICKEL, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,,4.200,,6.800,<,1.000,<,1.000,,9.000,<,1.000,,2.000,,6.900,,31.800,<,1.000,<,1.000,,5.000,<,1.000,,5.000,,NO DISCHARGE,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,5.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,5.000,<,5.000,<,5.000,,NO DISCHARGE,,7.240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"CHROMIUM, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,5.000,,5.000,<,1.000,<,1.000,,1.000,,1.640,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,,NO DISCHARGE,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,1.000,<,5.000,<,5.000,<,5.000,<,5.000,<,1.000,<,5.000,<,3.000,<,5.000,<,5.000,,NO DISCHARGE,,8.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"MERCURY, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,0.200,,0.300,<,1.000,<,0.200,<,1.000,,1.200,,1000.000,,1.100,,2.200,<,9.000,<,0.200,<,0.200,<,0.200,<,0.200,,NO DISCHARGE,<,0.200,<,0.200,<,2.000,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,,NO DISCHARGE,,0.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"CYANIDE, TOTAL  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,10.000,,10.000,<,9.000,<,9.000,<,9.000,,4.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,,NO DISCHARGE,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,0.009,<,9.000,<,0.009,,NO DISCHARGE,<,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"BOD, 5 DAY",MG/L,1 / 3 MO.,COMP/GRAB,,3.000,,12.000,,1.500,,4.800,,7.200,,18.500,,5.300,,7.200,,2.700,,9.200,,14.500,,12.300,,6.800,,6.900,,NO DISCHARGE,,15.800,,8.200,,4.300,,3.800,,8.900,,4.200,,3.600,,2.900,,8.100,,11.100,,9.300,,11.500,,1.500,,9.500,,1.700,,4.000,,4.600,,3.300,,NO DISCHARGE,,2.420,,3.100,,6.900,,7.620,,7.250,,5.540,,7.499,,8.967,,4.810,,2.310,,3.610,,3.210,,2.400,,10.000,,2.500,,2.000,,1.000,,5.100,,3.000,,5.200,,1.500,,6.800,,7.800,,13.000,,22.500,,1.700,,4.000,,6.000,,8.000,,2.000,,8.000,<,2.000,,19.000,,4.000,,4.000,,8.000,,10.000,,9.000,,9.000,,6.000,,2.000,,5.000,<,2.000,,3.000,<,2.000,,5.000,,4.000,,2.000,,4.000,,3.000,,4.000
3 - CHENAL PKWY & OAK MEADOW,PH,SU,1 / 3 MO.,GRAB,,6.330,,6.750,,7.400,,8.100,,7.700,,7.300,,6.420,,7.130,,6.400,,7.050,,6.200,,6.780,,6.730,,7.680,,NO DISCHARGE,,7.210,,6.860,,6.470,,6.910,,6.750,,7.060,,6.860,,6.940,,7.120,,6.940,,7.490,,6.700,,6.420,,6.910,,6.760,,6.810,,6.170,,6.760,,NO DISCHARGE,,6.470,,6.640,,6.750,,6.920,,5.940,,7.020,,6.920,,6.990,,6.390,,5.880,,6.730,,6.140,,6.320,,7.270,,6.260,,6.970,,6.300,,7.200,,7.130,,7.070,,7.210,,7.310,,6.370,,6.450,,5.950,,6.310,,6.740,,7.500,,6.000,,7.600,,6.700,,6.200,,6.700,,7.300,,6.100,,6.900,,6.300,,6.800,,6.900,,7.000,,7.600,,7.400,,6.300,,6.300,,7.000,,6.600,,7.500,,7.400,,7.000,,7.200,,7.000
3 - CHENAL PKWY & OAK MEADOW,"SOLIDS, TOTAL SUSPENDED",MG/L,1 / 3 MO.,COMP/GRAB,,7.000,,24.000,,4.500,,25.000,,8.000,,56.000,,11.000,,54.000,,3.200,,38.000,,71.000,,25.000,,122.000,,50.000,,NO DISCHARGE,,12.800,,28.000,,4.000,,25.000,,24.000,,1.000,,20.000,,6.000,,11.000,,19.200,,35.000,,10.000,,7.000,,50.000,,2.000,,22.000,,12.000,,49.000,,NO DISCHARGE,,14.000,,16.000,,1.000,,5.000,,2.000,,29.500,,51.000,,89.000,,2.000,,4.500,,32.700,,6.000,,2.400,,5.000,,24.400,,12.800,,4.800,,6.800,,24.000,,86.000,,12.400,,37.000,,16.000,,2.000,,30.000,,32.000,,397.300,,34.000,,33.000,,34.000,,48.000,,23.000,,180.000,,33.000,,3.000,,123.000,,114.000,,5.000,,29.000,<,1.000,,33.000,,8.000,<,1.000,,42.000,,4.000,,24.000,<,1.000,,3.000,,13.000,,1.000,,134.000
3 - CHENAL PKWY & OAK MEADOW,OIL & GREASE,MG/L,1 / 3 MO.,GRAB,,4.790,,1.400,<,0.100,,3.800,,3.000,,3.900,,0.100,,1.100,,2.200,,8.600,,1.300,,2.000,,0.200,,2.800,,NO DISCHARGE,,0.900,,0.400,,0.300,,1.100,,1.400,,1.600,,0.400,,1.100,,1.800,,0.900,,1.100,,1.400,,1.300,,0.200,,0.800,,1.000,,0.900,,1.200,,NO DISCHARGE,,0.700,,1.000,,0.400,,0.500,,0.200,,0.600,,0.600,,0.500,,0.200,,0.200,,0.600,,0.200,,0.200,,0.200,,1.000,,0.600,,0.300,,0.400,,3.200,,2.100,,0.200,,1.900,,0.600,,0.600,,0.800,,0.700,,0.900,<,1.400,<,1.400,<,1.400,<,1.400,<,1.400,,6.100,,1.900,<,1.700,,8.900,,8.600,,2.400,<,1.400,<,1.400,<,1.400,<,1.400,,1.900,,3.200,<,1.400,<,1.400,<,1.400,,1.400,,2.100,,1.400,,1.400
3 - CHENAL PKWY & OAK MEADOW,"NITROGEN, TOTAL",MG/L,1 / 3 MO.,COMP/GRAB,,1.120,,2.080,,1.270,,1.260,,7.039,,5.684,,4.120,,2.062,,4.340,,3.440,,3.220,,8.070,,3.367,,23.000,,NO DISCHARGE,,1.840,,6.890,,2.010,,1.410,,2.000,<,0.050,<,0.050,<,0.860,<,0.050,<,0.050,<,0.310,<,0.410,<,0.356,<,0.350,<,0.660,<,0.340,<,0.050,,0.215,,NO DISCHARGE,,1.220,,0.340,,0.125,,1.530,,0.860,,1.089,,0.835,,2.213,,0.630,,1.740,,1.880,,1.010,,1.012,,1.242,,1.280,,0.811,,0.900,,0.504,,1.332,,1.210,,1.670,,1.950,,1.080,,0.447,,1.910,,1.620,,2.850,,0.480,,2.920,,2.150,,1.230,,1.680,,3.050,,1.120,,0.910,,2.630,,2.250,,0.560,,1.500,,1.060,,1.010,,0.890,,2.130,,0.500,,2.560,,0.690,,0.510,,2.560,,1.850,,0.280,,0.830
3 - CHENAL PKWY & OAK MEADOW,"NITROGEN, KJELDAHL  (NO LONGER REQUIRED 12-2013)",MG/L,1 / 3 MO.,COMP/GRAB,,1.020,,1.680,,0.280,,0.400,,0.619,,3.540,,2.030,,1.640,,2.470,,1.850,,1.140,,6.340,,3.120,,18.500,,NO DISCHARGE,,1.360,,6.480,,0.870,,1.100,,1.950,,1.800,,2.010,,2.550,,1.260,,3.240,,4.680,,9.750,,0.750,,1.010,,0.780,,0.850,,0.730,,1.242,,NO DISCHARGE,,0.660,<,0.050,<,0.050,,1.530,,0.360,,0.502,,0.690,<,1.000,,2.410,<,1.000,,1.000,,0.960,<,1.000,<,0.500,,0.120,,0.300,,0.090,,0.201,,0.203,,0.050,,0.101,,0.133,,1.190,,0.231,,0.151,,0.640,,0.170,,0.480,,2.660,,1.980,,1.150,,0.670,,0.840,,0.530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"PHOSPHORUS, DISSOLVED",MG/L,1 / 3 MO.,COMP/GRAB,,0.090,,0.110,,0.175,,0.390,,0.092,,0.373,,0.308,,0.569,,0.050,,0.650,,0.496,,0.804,,0.170,,1.060,,NO DISCHARGE,,0.840,,0.820,,0.940,,0.870,,0.990,,0.720,,0.780,,1.240,,0.600,,0.480,,0.650,,0.320,,0.169,,0.320,,0.350,,0.158,,0.203,,0.301,,NO DISCHARGE,,0.009,,0.244,,0.118,,0.141,,0.426,,0.314,,0.049,,0.616,,0.280,<,0.100,,0.050,,0.600,<,1.000,,0.714,,0.800,,1.000,,1.400,,1.000,,0.980,,0.600,,0.400,,0.600,,0.300,,0.330,,0.300,,0.300,,0.940,,0.060,,0.010,,0.170,,0.350,,0.130,,0.520,,0.090,,0.260,,0.490,,0.340,,0.320,,0.110,,0.260,,0.120,,0.170,<,0.050,<,0.050,<,0.050,,0.080,<,0.050,,0.080,,0.420,,0.070,,0.090
3 - CHENAL PKWY & OAK MEADOW,HARDNESS (CACO3) TOTAL,MG/L,1 / 3 MO.,COMP/GRAB,,38.000,,44.000,,0.000,,0.000,,87.900,,16.000,,26.000,,34.000,,38.000,,34.000,,32.000,,32.000,,24.000,,36.000,,NO DISCHARGE,,42.000,,18.000,,32.000,,22.000,,46.000,,40.000,,40.000,,40.000,,10.000,,20.000,,4.000,,12.000,,32.000,,8.000,,60.000,,142.000,,92.000,,66.000,,NO DISCHARGE,,12.000,,24.000,,65.000,,21.000,,24.000,,15.800,,3.800,,1.550,,1.550,,1.200,,10.300,,42.000,,35.200,,1.610,,18.000,,34.000,,30.000,,28.000,,28.000,,32.000,,24.000,,44.000,,22.000,,32.000,,22.000,,22.000,,6.000,,12.000,,96.000,,28.000,,24.000,,28.000,,60.000,,72.000,,32.000,,44.000,,68.000,,20.000,,40.000,,56.000,,132.000,,28.000,,32.000,,8.000,,40.000,,12.000,,16.000,,20.000,,44.000,,18.000,,24.000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"SILVER, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,<,1.000,,1.000,<,1.000,<,1.000,<,10.000,<,10.000,,5.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,5.000,<,5.000,,NO DISCHARGE,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,,NO DISCHARGE,<,0.100,<,0.100,<,1.000,<,0.001,<,0.001,<,0.001,<,0.001,<,0.001,<,0.001,<,1.000,<,1.000,,1.000,<,1.000,<,0.200,,0.110,,0.800,<,0.200,<,0.100,<,0.100,<,0.200,,0.120,<,0.100,<,0.100,<,0.100,<,0.100,<,0.100,<,0.100,<,0.500,<,0.500,<,0.500,<,0.500,<,0.500,<,0.500,<,0.500,<,0.500,<,0.500,<,0.500,,6.000,<,0.500,<,0.500,<,0.500,,1.000,<,0.500,,41.000,<,0.500,,4.000,,7.000,,0.500,,0.500,,4.000,,0.500
3 - CHENAL PKWY & OAK MEADOW,"ZINC, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,21.000,,10.000,,26.000,,32.000,,75.000,,85.000,,49.000,,26.000,,18.000,,232.000,,35.000,,10.000,,46.000,,19.000,,NO DISCHARGE,,60.000,,27.000,,14.000,,5.000,,5.000,,4.000,,5.000,,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,,NO DISCHARGE,,5.260,,66.100,,1.300,,0.050,,0.006,,0.018,,0.011,,0.090,,0.017,,23.800,,20.800,,37.200,,9.400,,14.500,,29.900,,6.400,,9.500,,7.600,,13.300,,52.000,,27.700,,12.600,,15.800,,9.930,,11.100,,8.430,,2.600,,4.450,,300.000,<,1.000,,1.000,<,1.000,,111.770,<,1.000,,1.000,,1.000,,83.000,<,1.000,<,1.000,,8.000,,25.800,,10.000,,2.500,,35.000,<,1.000,,16.000,,10.000,,7.000,,60.300,,19.000,,29.400
3 - CHENAL PKWY & OAK MEADOW,"CADMIUM, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,<,0.500,,0.500,<,1.000,<,1.000,<,10.000,<,1.000,<,1.000,<,1.000,,2.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,,NO DISCHARGE,<,1.000,<,1.000,<,1.000,<,5.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,,NO DISCHARGE,,7.340,<,0.100,<,1.000,<,0.001,<,0.001,<,0.001,<,0.001,,0.015,<,0.001,<,1.000,<,1.000,,1.000,<,1.000,<,0.200,,0.410,<,0.100,,0.180,<,0.300,,0.170,,0.540,,2.930,<,1.800,<,0.100,,3.260,<,0.100,<,0.100,<,2.810,<,0.100,<,0.100,<,0.100,<,0.500,<,0.100,<,0.100,<,0.100,<,0.100,<,0.100,<,0.100,,7.000,<,0.100,,1.500,<,0.100,<,0.100,,3.200,<,0.100,<,0.100,,2.000,,3.000,,3.000,,0.100,,0.500,,0.100
3 - CHENAL PKWY & OAK MEADOW,"LEAD, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,1.000,,1.590,,2.200,,6.300,,13.000,,8.100,,2.000,,3.000,,19.200,<,1.000,<,1.000,<,1.000,,4.400,,6.000,,NO DISCHARGE,,1.000,,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,,NO DISCHARGE,,6.920,<,0.100,<,1.000,,0.002,<,0.001,<,0.001,<,0.001,,0.002,,0.002,,2.100,,1.880,,1.000,<,1.000,,0.530,,1.500,,0.730,,0.900,,0.410,,1.100,,69.800,,6.500,,19.300,<,0.100,,3.600,<,0.100,,0.971,<,8.000,,1.680,<,0.500,,0.900,<,0.500,,195.000,<,0.500,,9.000,<,0.500,,10.000,,0.800,<,0.500,<,0.500,,0.800,<,0.500,<,3.300,<,0.500,,41.000,<,0.500,,9.000,<,0.500,,7.000,,0.500,,1.000,,1.300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"COPPER, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,1.550,,7.400,,7.000,,13.400,,5.000,,33.900,,35.000,,1.000,<,1.000,,15.000,<,1.000,<,1.000,<,1.000,<,5.000,,NO DISCHARGE,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,,NO DISCHARGE,,8.650,<,0.100,,1.950,,0.010,,0.006,<,0.005,,0.004,,0.032,,0.005,,3.100,,4.710,,10.300,,9.900,,8.050,,16.200,,2.700,,4.330,,5.800,,20.800,,12.600,,29.800,,5.200,,1.970,,5.250,<,0.100,,2.450,,7.470,,14.030,,5.700,,2.500,<,0.500,,29.000,<,0.500,<,0.500,<,0.500,,15.000,,6.000,,6.000,,2.000,,0.600,,7.900,<,0.500,,72.000,,3.000,,3.480,,3.000,,8.000,,5.000,,6.300,,3.000,,5.400
3 - CHENAL PKWY & OAK MEADOW,FLOW IN CONDUIT / THRU TREAT. PLANT,MGD,1 / 3 MO.,INST,,0.017,,2.592,,0.215,,0.323,,0.431,,1.350,,0.163,,0.020,,0.026,,1.450,,0.054,,0.323,,0.269,,0.969,,NO DISCHARGE,,0.403,,0.420,,0.388,,2.150,,0.269,,0.269,,2.665,,0.398,,0.646,,0.202,,0.403,,0.403,,0.605,,0.942,,0.269,,0.636,,0.605,,1.009,,NO DISCHARGE,,0.234,,1.695,,0.404,,0.403,,0.003,,0.054,,1.292,,0.538,,0.067,,0.269,,0.054,,0.054,,0.034,,0.006,,0.244,,0.536,,0.041,,4.037,,0.646,,1.292,,0.067,,0.162,,1.131,,0.214,,0.404,,0.054,,0.270,,0.001580,,0.001296,,0.010800,,0.005400,,0.014400,,0.010800,,0.004320,,0.001540,,0.004320,,0.002880,,0.005400,,0.004320,,0.008640,,0.003312,,0.003600,,0.008640,,0.014400,,0.012200,,0.008640,,0.064800,,0.603400,,0.001000,,0.009590,,0.001758
3 - CHENAL PKWY & OAK MEADOW,"SOLIDS, TOTAL DISSOLVED",MG/L,1 / 3 MO.,COMP/GRAB,,100.000,,68.000,,36.500,,39.500,,66.500,,53.000,,78.000,,12.800,,69.000,,16.500,,47.500,,66.700,,39.000,,22.500,,NO DISCHARGE,,63.500,,35.500,,69.000,,71.000,,58.000,,33.000,,35.000,,53.500,,36.000,,53.000,,49.500,,48.000,,32.000,,62.000,,55.000,,43.500,,35.000,,70.000,,NO DISCHARGE,,67.500,,74.500,,77.500,,66.000,,68.000,,41.000,,38.000,,93.000,,76.000,,77.000,,41.000,,52.000,,37.000,,81.000,,31.000,,30.000,,50.000,,36.000,,42.000,,78.000,,72.000,,61.000,,12.000,,11.000,,74.000,,70.000,,420.000,,58.000,,33.000,,182.000,,222.000,,162.000,,108.000,,62.000,,32.000,,62.000,,62.000,,24.000,,68.000,,58.000,,108.000,,72.000,,56.000,,19.000,,42.000,,46.000,,62.000,,84.000,,10.000,,44.000,,30.000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"STREPTOCOCCI, FECAL MATERIAL",#/100ML,1 / 3 MO.,GRAB,,83,,480,,870,,32000,,60,,53000,,59300,,8175,,200,,4700,,5000,,30000,,3600,,13500,,NO DISCHARGE,,38000,,36250,,12000,,710000,,17100,,1000,,340000,,100000,,10500,,10000,,120000,,610000,,20000,,80000,,2000,,2000,,20500,,10000,,NO DISCHARGE,,2150,<,10,,50000,,16000,,100,<,100,,300,,2600,,13000,,2600,,3900,,1050,,1550,,600,,900,,200,<,100,,1100,,3800,,9250,,7800,,7600,,6000,,2550,,24100,,4500,,8050,,99,,45,<,1,,283,<,1,,665,,190,,100,,50,,2400,,205,,82,,41,,118,,82,,13,,48,,15,,400,,60,,2250,,80,,20,,200
3 - CHENAL PKWY & OAK MEADOW,"E.COLI  (CHANGED FROM COLIFORM, FECAL 8/31/2005)",#/100ML,1 / 3 MO.,GRAB,,7,,2,,425,,540,,160,,45300,,17400,,13000,,200,,1700,>,10000,,24000,,2400,,15400,,NO DISCHARGE,,26500,,2500,,2000,,440000,,2500,,375,,80000,,3210000,,25100,,4000,,50000,,680000,,37000,,12500,,2000,,830,,18000,,10000,,NO DISCHARGE,,7500,<,10,,0,,10000,,400,<,300,,300,,27000,,8900,,6150,,1300,,1650,,800,,500,,300,,1200,<,100,,2900,,1300,,6700,,4400,,600,,3350,,3000,,18000,,1200,,10600,,173,,25,<,1,,280,<,1,,250,,110,,75,,500,,1860,,195,,55,,33,,73,,64,,11,,56,,20,,430,,40,,1880,,75,,30,,1
